place,Jurisdiction,Name,Value,year,Jurisdiction 2
53175,Nederland,High School Diploma or More,99.04761904761905,2010,Nederland
54330,Northglenn,High School Diploma or More,83.30533484676504,2010,Northglenn
57630,Parker,High School Diploma or More,97.73831922232675,2010,Parker
60160,Platteville,High School Diploma or More,79.59048877146631,2010,Platteville
69645,Sheridan,High School Diploma or More,81.15706947823736,2010,Sheridan
70360,Silver Plume,High School Diploma or More,93.4959349593496,2010,Silver Plume
75640,Superior,High School Diploma or More,98.37728194726166,2010,Superior
77290,Thornton,High School Diploma or More,86.09368495097547,2010,Thornton
82735,Ward,High School Diploma or More,93.75,2010,Ward
83835,Westminster,High School Diploma or More,90.17390788224121,2010,Westminster
84440,Wheat Ridge,High School Diploma or More,86.961415514835,2010,Wheat Ridge
8124,Weld County (DRCOG),High School Diploma or More,88.75600149498318,2010,Weld County (DRCOG)
8000,Region,High School Diploma or More,89.26361365748215,2010,Region
3455,Arvada,Bachelor's Degree or More,66.97478639052427,2010,Arvada
4000,Aurora,Bachelor's Degree or More,57.92622184015575,2010,Aurora
6090,Bennett,Bachelor's Degree or More,54.69653179190752,2010,Bennett
7025,Black Hawk,Bachelor's Degree or More,64.17910447761194,2010,Black Hawk
7850,Boulder City,Bachelor's Degree or More,87.28597975715806,2010,Boulder City
8001,Adams County,Bachelor's Degree or More,50.533368764710346,2010,Adams County
8005,Arapahoe County,Bachelor's Degree or More,68.69829996598273,2010,Arapahoe County
8013,Boulder County,Bachelor's Degree or More,80.13624199172817,2010,Boulder County
8014,Broomfield City/County,Bachelor's Degree or More,74.89163728833151,2010,Broomfield City/County
8019,Clear Creek County,Bachelor's Degree or More,71.88540008681812,2010,Clear Creek County
8031,Denver City/County,Bachelor's Degree or More,63.45263489755083,2010,Denver City/County
8035,Douglas County,Bachelor's Degree or More,83.62372927923802,2010,Douglas County
8047,Gilpin County,Bachelor's Degree or More,72.43430837878037,2010,Gilpin County
8059,Jefferson County,Bachelor's Degree or More,70.56355858576664,2010,Jefferson County
8070,Bow Mar,Bachelor's Degree or More,94.45324881141046,2010,Bow Mar
8123,Weld County,Bachelor's Degree or More,57.2450599560885,2010,Weld County
8675,Brighton,Bachelor's Degree or More,49.66324733188271,2010,Brighton
12390,Castle Pines North,Bachelor's Degree or More,90.531417690843,2010,Castle Pines North
12415,Castle Rock,Bachelor's Degree or More,78.09506661865322,2010,Castle Rock
12815,Centennial,Bachelor's Degree or More,82.53266064004498,2010,Centennial
12910,Central City,Bachelor's Degree or More,54.83028720626632,2010,Central City
13845,Cherry Hills Village,Bachelor's Degree or More,95.43355566957415,2010,Cherry Hills Village
16385,Columbine Valley,Bachelor's Degree or More,90.36269430051813,2010,Columbine Valley
16495,Commerce City,Bachelor's Degree or More,47.34212629896083,2010,Commerce City
19080,Dacono,Bachelor's Degree or More,47.75100401606426,2010,Dacono
19630,Deer Trail,Bachelor's Degree or More,42.64150943396226,2010,Deer Trail
23135,Edgewater,Bachelor's Degree or More,44.74872103520915,2010,Edgewater
23740,Elizabeth,Bachelor's Degree or More,59.53827460510328,2010,Elizabeth
24620,Empire,Bachelor's Degree or More,45.662100456621005,2010,Empire
24785,Englewood,Bachelor's Degree or More,57.036899684776564,2010,Englewood
24950,Erie,Bachelor's Degree or More,82.95280122793554,2010,Erie
26270,Federal Heights,Bachelor's Degree or More,32.19484882418813,2010,Federal Heights
26600,Firestone,Bachelor's Degree or More,70.49180327868852,2010,Firestone
27700,Fort Lupton,Bachelor's Degree or More,39.174544616094074,2010,Fort Lupton
28105,Foxfield,Bachelor's Degree or More,83.69781312127236,2010,Foxfield
28360,Frederick,Bachelor's Degree or More,66.82205107417917,2010,Frederick
29735,Georgetown,Bachelor's Degree or More,68.31364124597208,2010,Georgetown
30340,Glendale,Bachelor's Degree or More,62.27979274611399,2010,Glendale
30835,Golden,Bachelor's Degree or More,80.74997879019259,2010,Golden
33035,Greenwood Village,Bachelor's Degree or More,91.21593291404612,2010,Greenwood Village
37820,Hudson,Bachelor's Degree or More,43.86473429951691,2010,Hudson
38370,Idaho Springs,Bachelor's Degree or More,53.87275242047026,2010,Idaho Springs
39195,Jamestown,Bachelor's Degree or More,95.30516431924883,2010,Jamestown
40185,Keenesburg,Bachelor's Degree or More,40.2962962962963,2010,Keenesburg
40790,Kiowa,Bachelor's Degree or More,63.68286445012788,2010,Kiowa
41835,Lafayette,Bachelor's Degree or More,76.81962517900504,2010,Lafayette
42495,Lakeside,Bachelor's Degree or More,10.0,2010,Lakeside
43000,Lakewood,Bachelor's Degree or More,64.93104533046487,2010,Lakewood
43550,Larkspur,Bachelor's Degree or More,53.271028037383175,2010,Larkspur
45255,Littleton,Bachelor's Degree or More,73.37755280153604,2010,Littleton
45955,Lone Tree,Bachelor's Degree or More,86.77609166924745,2010,Lone Tree
45970,Longmont,Bachelor's Degree or More,66.3677964209978,2010,Longmont
46355,Louisville,Bachelor's Degree or More,86.904,2010,Louisville
47070,Lyons,Bachelor's Degree or More,76.98887938408896,2010,Lyons
49600,Mead,Bachelor's Degree or More,68.05885144755577,2010,Mead
52075,Morrison,Bachelor's Degree or More,64.72868217054264,2010,Morrison
52350,Mountain View,Bachelor's Degree or More,53.65239294710327,2010,Mountain View
53175,Nederland,Bachelor's Degree or More,84.65608465608466,2010,Nederland
54330,Northglenn,Bachelor's Degree or More,48.29511918274688,2010,Northglenn
57630,Parker,Bachelor's Degree or More,82.74537472561931,2010,Parker
60160,Platteville,Bachelor's Degree or More,46.23513870541612,2010,Platteville
69645,Sheridan,Bachelor's Degree or More,47.01270613679373,2010,Sheridan
70360,Silver Plume,Bachelor's Degree or More,78.86178861788618,2010,Silver Plume
75640,Superior,Bachelor's Degree or More,90.59692842654303,2010,Superior
77290,Thornton,Bachelor's Degree or More,58.56960335347909,2010,Thornton
82735,Ward,Bachelor's Degree or More,75.0,2010,Ward
83835,Westminster,Bachelor's Degree or More,66.87885802469135,2010,Westminster
84440,Wheat Ridge,Bachelor's Degree or More,57.39048219350772,2010,Wheat Ridge
8124,Weld County (DRCOG),Bachelor's Degree or More,61.54443262513297,2010,Weld County (DRCOG)
8000,Region,Bachelor's Degree or More,67.90408217510978,2010,Region
3455,Arvada,Housing Units,43952.0,2010,Arvada
4000,Aurora,Housing Units,131334.0,2010,Aurora
6090,Bennett,Housing Units,882.0,2010,Bennett
7025,Black Hawk,Housing Units,109.0,2010,Black Hawk
7850,Boulder City,Housing Units,43771.0,2010,Boulder City
8001,Adams County,Housing Units,161760.0,2010,Adams County
8005,Arapahoe County,Housing Units,234519.0,2010,Arapahoe County
8013,Boulder County,Housing Units,125768.0,2010,Boulder County
8014,Broomfield City/County,Housing Units,21394.0,2010,Broomfield City/County
8019,Clear Creek County,Housing Units,5632.0,2010,Clear Creek County
8031,Denver City/County,Housing Units,281296.0,2010,Denver City/County
8035,Douglas County,Housing Units,103249.0,2010,Douglas County
8047,Gilpin County,Housing Units,3489.0,2010,Gilpin County
8059,Jefferson County,Housing Units,228951.0,2010,Jefferson County
8070,Bow Mar,Housing Units,343.0,2010,Bow Mar
8123,Weld County,Housing Units,94434.0,2010,Weld County
8675,Brighton,Housing Units,10911.0,2010,Brighton
12390,Castle Pines North,Housing Units,3301.0,2010,Castle Pines North
12415,Castle Rock,Housing Units,16252.0,2010,Castle Rock
12815,Centennial,Housing Units,38854.0,2010,Centennial
12910,Central City,Housing Units,439.0,2010,Central City
13845,Cherry Hills Village,Housing Units,2158.0,2010,Cherry Hills Village
16385,Columbine Valley,Housing Units,528.0,2010,Columbine Valley
16495,Commerce City,Housing Units,15163.0,2010,Commerce City
19080,Dacono,Housing Units,1659.0,2010,Dacono
19630,Deer Trail,Housing Units,216.0,2010,Deer Trail
23135,Edgewater,Housing Units,2581.0,2010,Edgewater
23740,Elizabeth,Housing Units,538.0,2010,Elizabeth
24620,Empire,Housing Units,178.0,2010,Empire
24785,Englewood,Housing Units,15624.0,2010,Englewood
24950,Erie,Housing Units,6000.0,2010,Erie
26270,Federal Heights,Housing Units,5384.0,2010,Federal Heights
26600,Firestone,Housing Units,2965.0,2010,Firestone
27700,Fort Lupton,Housing Units,2707.0,2010,Fort Lupton
28105,Foxfield,Housing Units,267.0,2010,Foxfield
28360,Frederick,Housing Units,2771.0,2010,Frederick
29735,Georgetown,Housing Units,864.0,2010,Georgetown
30340,Glendale,Housing Units,2604.0,2010,Glendale
30835,Golden,Housing Units,8796.0,2010,Golden
33035,Greenwood Village,Housing Units,5761.0,2010,Greenwood Village
37820,Hudson,Housing Units,680.0,2010,Hudson
38370,Idaho Springs,Housing Units,1089.0,2010,Idaho Springs
39195,Jamestown,Housing Units,154.0,2010,Jamestown
40185,Keenesburg,Housing Units,433.0,2010,Keenesburg
40790,Kiowa,Housing Units,263.0,2010,Kiowa
41835,Lafayette,Housing Units,10114.0,2010,Lafayette
42495,Lakeside,Housing Units,16.0,2010,Lakeside
43000,Lakewood,Housing Units,65054.0,2010,Lakewood
43550,Larkspur,Housing Units,65.0,2010,Larkspur
45255,Littleton,Housing Units,19176.0,2010,Littleton
45955,Lone Tree,Housing Units,4048.0,2010,Lone Tree
45970,Longmont,Housing Units,33814.0,2010,Longmont
46355,Louisville,Housing Units,7814.0,2010,Louisville
47070,Lyons,Housing Units,798.0,2010,Lyons
49600,Mead,Housing Units,1200.0,2010,Mead
52075,Morrison,Housing Units,113.0,2010,Morrison
52350,Mountain View,Housing Units,312.0,2010,Mountain View
53175,Nederland,Housing Units,709.0,2010,Nederland
54330,Northglenn,Housing Units,13864.0,2010,Northglenn
57630,Parker,Housing Units,16093.0,2010,Parker
60160,Platteville,Housing Units,951.0,2010,Platteville
69645,Sheridan,Housing Units,2436.0,2010,Sheridan
70360,Silver Plume,Housing Units,141.0,2010,Silver Plume
75640,Superior,Housing Units,4545.0,2010,Superior
77290,Thornton,Housing Units,41436.0,2010,Thornton
82735,Ward,Housing Units,40.0,2010,Ward
83835,Westminster,Housing Units,43695.0,2010,Westminster
84440,Wheat Ridge,Housing Units,15037.0,2010,Wheat Ridge
8124,Weld County (DRCOG),Housing Units,20677.0,2010,Weld County (DRCOG)
8000,Region,Housing Units,1186735.0,2010,Region
3455,Arvada,Occupied Housing,41960.0,2010,Arvada
4000,Aurora,Occupied Housing,120665.0,2010,Aurora
6090,Bennett,Occupied Housing,796.0,2010,Bennett
7025,Black Hawk,Occupied Housing,74.0,2010,Black Hawk
7850,Boulder City,Occupied Housing,40985.0,2010,Boulder City
8001,Adams County,Occupied Housing,147951.0,2010,Adams County
8005,Arapahoe County,Occupied Housing,218909.0,2010,Arapahoe County
8013,Boulder County,Occupied Housing,117629.0,2010,Boulder County
8014,Broomfield City/County,Occupied Housing,20116.0,2010,Broomfield City/County
8019,Clear Creek County,Occupied Housing,4164.0,2010,Clear Creek County
8031,Denver City/County,Occupied Housing,254181.0,2010,Denver City/County
8035,Douglas County,Occupied Housing,98725.0,2010,Douglas County
8047,Gilpin County,Occupied Housing,2530.0,2010,Gilpin County
8059,Jefferson County,Occupied Housing,217018.0,2010,Jefferson County
8070,Bow Mar,Occupied Housing,327.0,2010,Bow Mar
8123,Weld County,Occupied Housing,86776.0,2010,Weld County
8675,Brighton,Occupied Housing,10145.0,2010,Brighton
12390,Castle Pines North,Occupied Housing,3151.0,2010,Castle Pines North
12415,Castle Rock,Occupied Housing,15675.0,2010,Castle Rock
12815,Centennial,Occupied Housing,37506.0,2010,Centennial
12910,Central City,Occupied Housing,285.0,2010,Central City
13845,Cherry Hills Village,Occupied Housing,1997.0,2010,Cherry Hills Village
16385,Columbine Valley,Occupied Housing,514.0,2010,Columbine Valley
16495,Commerce City,Occupied Housing,13421.0,2010,Commerce City
19080,Dacono,Occupied Housing,1467.0,2010,Dacono
19630,Deer Trail,Occupied Housing,172.0,2010,Deer Trail
23135,Edgewater,Occupied Housing,2323.0,2010,Edgewater
23740,Elizabeth,Occupied Housing,479.0,2010,Elizabeth
24620,Empire,Occupied Housing,132.0,2010,Empire
24785,Englewood,Occupied Housing,14469.0,2010,Englewood
24950,Erie,Occupied Housing,5607.0,2010,Erie
26270,Federal Heights,Occupied Housing,4841.0,2010,Federal Heights
26600,Firestone,Occupied Housing,2789.0,2010,Firestone
27700,Fort Lupton,Occupied Housing,2443.0,2010,Fort Lupton
28105,Foxfield,Occupied Housing,256.0,2010,Foxfield
28360,Frederick,Occupied Housing,2654.0,2010,Frederick
29735,Georgetown,Occupied Housing,556.0,2010,Georgetown
30340,Glendale,Occupied Housing,2410.0,2010,Glendale
30835,Golden,Occupied Housing,8244.0,2010,Golden
33035,Greenwood Village,Occupied Housing,5385.0,2010,Greenwood Village
37820,Hudson,Occupied Housing,607.0,2010,Hudson
38370,Idaho Springs,Occupied Housing,956.0,2010,Idaho Springs
39195,Jamestown,Occupied Housing,124.0,2010,Jamestown
40185,Keenesburg,Occupied Housing,384.0,2010,Keenesburg
40790,Kiowa,Occupied Housing,236.0,2010,Kiowa
41835,Lafayette,Occupied Housing,9688.0,2010,Lafayette
42495,Lakeside,Occupied Housing,10.0,2010,Lakeside
43000,Lakewood,Occupied Housing,61453.0,2010,Lakewood
43550,Larkspur,Occupied Housing,65.0,2010,Larkspur
45255,Littleton,Occupied Housing,17878.0,2010,Littleton
45955,Lone Tree,Occupied Housing,3786.0,2010,Lone Tree
45970,Longmont,Occupied Housing,32116.0,2010,Longmont
46355,Louisville,Occupied Housing,7529.0,2010,Louisville
47070,Lyons,Occupied Housing,727.0,2010,Lyons
49600,Mead,Occupied Housing,1083.0,2010,Mead
52075,Morrison,Occupied Housing,98.0,2010,Morrison
52350,Mountain View,Occupied Housing,280.0,2010,Mountain View
53175,Nederland,Occupied Housing,598.0,2010,Nederland
54330,Northglenn,Occupied Housing,12629.0,2010,Northglenn
57630,Parker,Occupied Housing,15396.0,2010,Parker
60160,Platteville,Occupied Housing,935.0,2010,Platteville
69645,Sheridan,Occupied Housing,2293.0,2010,Sheridan
70360,Silver Plume,Occupied Housing,75.0,2010,Silver Plume
75640,Superior,Occupied Housing,4352.0,2010,Superior
77290,Thornton,Occupied Housing,38574.0,2010,Thornton
82735,Ward,Occupied Housing,27.0,2010,Ward
83835,Westminster,Occupied Housing,40625.0,2010,Westminster
84440,Wheat Ridge,Occupied Housing,14324.0,2010,Wheat Ridge
8124,Weld County (DRCOG),Occupied Housing,19075.0,2010,Weld County (DRCOG)
8000,Region,Occupied Housing,1100298.0,2010,Region
3455,Arvada,Owner Occupied Housing,31311.0,2010,Arvada
4000,Aurora,Owner Occupied Housing,74982.0,2010,Aurora
6090,Bennett,Owner Occupied Housing,638.0,2010,Bennett
7025,Black Hawk,Owner Occupied Housing,57.0,2010,Black Hawk
7850,Boulder City,Owner Occupied Housing,19995.0,2010,Boulder City
8001,Adams County,Owner Occupied Housing,101137.0,2010,Adams County
8005,Arapahoe County,Owner Occupied Housing,144347.0,2010,Arapahoe County
8013,Boulder County,Owner Occupied Housing,75189.0,2010,Boulder County
8014,Broomfield City/County,Owner Occupied Housing,14963.0,2010,Broomfield City/County
8019,Clear Creek County,Owner Occupied Housing,3387.0,2010,Clear Creek County
8031,Denver City/County,Owner Occupied Housing,133552.0,2010,Denver City/County
8035,Douglas County,Owner Occupied Housing,81496.0,2010,Douglas County
8047,Gilpin County,Owner Occupied Housing,1817.0,2010,Gilpin County
8059,Jefferson County,Owner Occupied Housing,156081.0,2010,Jefferson County
8070,Bow Mar,Owner Occupied Housing,311.0,2010,Bow Mar
8123,Weld County,Owner Occupied Housing,62224.0,2010,Weld County
8675,Brighton,Owner Occupied Housing,7366.0,2010,Brighton
12390,Castle Pines North,Owner Occupied Housing,2748.0,2010,Castle Pines North
12415,Castle Rock,Owner Occupied Housing,11994.0,2010,Castle Rock
12815,Centennial,Owner Occupied Housing,32039.0,2010,Centennial
12910,Central City,Owner Occupied Housing,47.0,2010,Central City
13845,Cherry Hills Village,Owner Occupied Housing,1943.0,2010,Cherry Hills Village
16385,Columbine Valley,Owner Occupied Housing,504.0,2010,Columbine Valley
16495,Commerce City,Owner Occupied Housing,9707.0,2010,Commerce City
19080,Dacono,Owner Occupied Housing,1146.0,2010,Dacono
19630,Deer Trail,Owner Occupied Housing,104.0,2010,Deer Trail
23135,Edgewater,Owner Occupied Housing,1033.0,2010,Edgewater
23740,Elizabeth,Owner Occupied Housing,365.0,2010,Elizabeth
24620,Empire,Owner Occupied Housing,116.0,2010,Empire
24785,Englewood,Owner Occupied Housing,7237.0,2010,Englewood
24950,Erie,Owner Occupied Housing,4982.0,2010,Erie
26270,Federal Heights,Owner Occupied Housing,2880.0,2010,Federal Heights
26600,Firestone,Owner Occupied Housing,2402.0,2010,Firestone
27700,Fort Lupton,Owner Occupied Housing,1738.0,2010,Fort Lupton
28105,Foxfield,Owner Occupied Housing,219.0,2010,Foxfield
28360,Frederick,Owner Occupied Housing,2404.0,2010,Frederick
29735,Georgetown,Owner Occupied Housing,386.0,2010,Georgetown
